Results: 	[0.9211]	
Results: 	[0.9211, 0.945]	
Results: 	[0.9211, 0.945, 0.9523]	
Results: 	[0.9211, 0.945, 0.9523, 0.9466]	
Results: 	[0.9211, 0.945, 0.9523, 0.9466, 0.9386]	
Results: 	[0.9211, 0.945, 0.9523, 0.9466, 0.9386, 0.9445]	
Results: 	[0.9211, 0.945, 0.9523, 0.9466, 0.9386, 0.9445, 0.8647]	
Results: 	[0.9211, 0.945, 0.9523, 0.9466, 0.9386, 0.9445, 0.8647, 0.9251]	
Results: 	[0.9211, 0.945, 0.9523, 0.9466, 0.9386, 0.9445, 0.8647, 0.9251, 0.9136]	
Results: 	[0.9211, 0.945, 0.9523, 0.9466, 0.9386, 0.9445, 0.8647, 0.9251, 0.9136, 0.9206]	
Results: 	[0.9211, 0.945, 0.9523, 0.9466, 0.9386, 0.9445, 0.8647, 0.9251, 0.9136, 0.9206, 0.953]	
Results: 	[0.9211, 0.945, 0.9523, 0.9466, 0.9386, 0.9445, 0.8647, 0.9251, 0.9136, 0.9206, 0.953, 0.9208]	
Results: 	[0.9211, 0.945, 0.9523, 0.9466, 0.9386, 0.9445, 0.8647, 0.9251, 0.9136, 0.9206, 0.953, 0.9208, 0.9468]	
Results: 	[0.9211, 0.945, 0.9523, 0.9466, 0.9386, 0.9445, 0.8647, 0.9251, 0.9136, 0.9206, 0.953, 0.9208, 0.9468, 0.9466]	
Results: 	[0.9211, 0.945, 0.9523, 0.9466, 0.9386, 0.9445, 0.8647, 0.9251, 0.9136, 0.9206, 0.953, 0.9208, 0.9468, 0.9466, 0.9551]	
Results: 	[0.9211, 0.945, 0.9523, 0.9466, 0.9386, 0.9445, 0.8647, 0.9251, 0.9136, 0.9206, 0.953, 0.9208, 0.9468, 0.9466, 0.9551, 0.9037]	
Results: 	[0.9211, 0.945, 0.9523, 0.9466, 0.9386, 0.9445, 0.8647, 0.9251, 0.9136, 0.9206, 0.953, 0.9208, 0.9468, 0.9466, 0.9551, 0.9037, 0.9272]	
