Results: 	[0.8997]	
Results: 	[0.8997, 0.8824]	
Results: 	[0.8997, 0.8824, 0.9009]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023, 0.904]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023, 0.904, 0.9313]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023, 0.904, 0.9313, 0.8837]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023, 0.904, 0.9313, 0.8837, 0.8767]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023, 0.904, 0.9313, 0.8837, 0.8767, 0.9093]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023, 0.904, 0.9313, 0.8837, 0.8767, 0.9093, 0.9097]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023, 0.904, 0.9313, 0.8837, 0.8767, 0.9093, 0.9097, 0.8962]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023, 0.904, 0.9313, 0.8837, 0.8767, 0.9093, 0.9097, 0.8962, 0.9269]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023, 0.904, 0.9313, 0.8837, 0.8767, 0.9093, 0.9097, 0.8962, 0.9269, 0.9231]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023, 0.904, 0.9313, 0.8837, 0.8767, 0.9093, 0.9097, 0.8962, 0.9269, 0.9231, 0.8956]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023, 0.904, 0.9313, 0.8837, 0.8767, 0.9093, 0.9097, 0.8962, 0.9269, 0.9231, 0.8956, 0.901]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023, 0.904, 0.9313, 0.8837, 0.8767, 0.9093, 0.9097, 0.8962, 0.9269, 0.9231, 0.8956, 0.901, 0.9021]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023, 0.904, 0.9313, 0.8837, 0.8767, 0.9093, 0.9097, 0.8962, 0.9269, 0.9231, 0.8956, 0.901, 0.9021, 0.8931]	
Results: 	[0.8997, 0.8824, 0.9009, 0.9357, 0.8989, 0.9011, 0.912, 0.879, 0.9125, 0.9283, 0.8973, 0.9094, 0.9155, 0.92, 0.9086, 0.9023, 0.904, 0.9313, 0.8837, 0.8767, 0.9093, 0.9097, 0.8962, 0.9269, 0.9231, 0.8956, 0.901, 0.9021, 0.8931, 0.895]
30 Support Sets: (Mean:0.9050433333333333, SD:0.015012286538913271) | 	











