Results: 	[0.9692]	
Results: 	[0.9692, 0.9693]	
Results: 	[0.9692, 0.9693, 0.969]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693, 0.9692]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693, 0.9692, 0.969]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693, 0.9692, 0.969, 0.9693]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693, 0.9692, 0.969, 0.9693, 0.9693]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693, 0.9692, 0.969, 0.9693, 0.9693, 0.9692]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693, 0.9692, 0.969, 0.9693, 0.9693, 0.9692, 0.9692]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693, 0.9692, 0.969, 0.9693, 0.9693, 0.9692, 0.9692, 0.9693]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693, 0.9692, 0.969, 0.9693, 0.9693, 0.9692, 0.9692, 0.9693, 0.9692]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693, 0.9692, 0.969, 0.9693, 0.9693, 0.9692, 0.9692, 0.9693, 0.9692, 0.9693]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693, 0.9692, 0.969, 0.9693, 0.9693, 0.9692, 0.9692, 0.9693, 0.9692, 0.9693, 0.9699]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693, 0.9692, 0.969, 0.9693, 0.9693, 0.9692, 0.9692, 0.9693, 0.9692, 0.9693, 0.9699, 0.9692]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693, 0.9692, 0.969, 0.9693, 0.9693, 0.9692, 0.9692, 0.9693, 0.9692, 0.9693, 0.9699, 0.9692, 0.9698]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693, 0.9692, 0.969, 0.9693, 0.9693, 0.9692, 0.9692, 0.9693, 0.9692, 0.9693, 0.9699, 0.9692, 0.9698, 0.9692]	
Results: 	[0.9692, 0.9693, 0.969, 0.9693, 0.9696, 0.9693, 0.9692, 0.969, 0.9693, 0.9693, 0.9692, 0.9692, 0.9693, 0.9692, 0.9693, 0.9699, 0.9692, 0.9698, 0.9692, 0.9693]	
