Results: 	[0.5697]	
Results: 	[0.5697, 0.7603]	
Results: 	[0.5697, 0.7603, 0.8503]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658, 0.8667]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658, 0.8667, 0.9415]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658, 0.8667, 0.9415, 0.8779]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658, 0.8667, 0.9415, 0.8779, 0.7994]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658, 0.8667, 0.9415, 0.8779, 0.7994, 0.9579]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658, 0.8667, 0.9415, 0.8779, 0.7994, 0.9579, 0.9759]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658, 0.8667, 0.9415, 0.8779, 0.7994, 0.9579, 0.9759, 0.9524]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658, 0.8667, 0.9415, 0.8779, 0.7994, 0.9579, 0.9759, 0.9524, 0.7917]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658, 0.8667, 0.9415, 0.8779, 0.7994, 0.9579, 0.9759, 0.9524, 0.7917, 0.8807]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658, 0.8667, 0.9415, 0.8779, 0.7994, 0.9579, 0.9759, 0.9524, 0.7917, 0.8807, 0.9835]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658, 0.8667, 0.9415, 0.8779, 0.7994, 0.9579, 0.9759, 0.9524, 0.7917, 0.8807, 0.9835, 0.7805]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658, 0.8667, 0.9415, 0.8779, 0.7994, 0.9579, 0.9759, 0.9524, 0.7917, 0.8807, 0.9835, 0.7805, 0.9022]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658, 0.8667, 0.9415, 0.8779, 0.7994, 0.9579, 0.9759, 0.9524, 0.7917, 0.8807, 0.9835, 0.7805, 0.9022, 0.6809]	
Results: 	[0.5697, 0.7603, 0.8503, 0.8292, 0.8761, 0.695, 0.9272, 0.6036, 0.8774, 0.8021, 0.8022, 0.8831, 0.658, 0.8667, 0.9415, 0.8779, 0.7994, 0.9579, 0.9759, 0.9524, 0.7917, 0.8807, 0.9835, 0.7805, 0.9022, 0.6809, 0.6955]	
