Results: 	[0.8321]	
Results: 	[0.8321, 0.8151]	
Results: 	[0.8321, 0.8151, 0.8347]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468, 0.8541]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468, 0.8541, 0.8224]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468, 0.8541, 0.8224, 0.8489]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468, 0.8541, 0.8224, 0.8489, 0.8437]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468, 0.8541, 0.8224, 0.8489, 0.8437, 0.8443]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468, 0.8541, 0.8224, 0.8489, 0.8437, 0.8443, 0.8362]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468, 0.8541, 0.8224, 0.8489, 0.8437, 0.8443, 0.8362, 0.835]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468, 0.8541, 0.8224, 0.8489, 0.8437, 0.8443, 0.8362, 0.835, 0.8398]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468, 0.8541, 0.8224, 0.8489, 0.8437, 0.8443, 0.8362, 0.835, 0.8398, 0.8419]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468, 0.8541, 0.8224, 0.8489, 0.8437, 0.8443, 0.8362, 0.835, 0.8398, 0.8419, 0.8279]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468, 0.8541, 0.8224, 0.8489, 0.8437, 0.8443, 0.8362, 0.835, 0.8398, 0.8419, 0.8279, 0.8398]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468, 0.8541, 0.8224, 0.8489, 0.8437, 0.8443, 0.8362, 0.835, 0.8398, 0.8419, 0.8279, 0.8398, 0.8209]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468, 0.8541, 0.8224, 0.8489, 0.8437, 0.8443, 0.8362, 0.835, 0.8398, 0.8419, 0.8279, 0.8398, 0.8209, 0.8398]	
Results: 	[0.8321, 0.8151, 0.8347, 0.8238, 0.8541, 0.8577, 0.8417, 0.8613, 0.8421, 0.8476, 0.8317, 0.8468, 0.8228, 0.8653, 0.8355, 0.8468, 0.8541, 0.8224, 0.8489, 0.8437, 0.8443, 0.8362, 0.835, 0.8398, 0.8419, 0.8279, 0.8398, 0.8209, 0.8398, 0.8562]
30 Support Sets: (Mean:0.8403333333333334, SD:0.012532449834353001) | 	




